Codice;Descrizione1;BarCode;IDFamiglia;Famiglia;IDGruppo;Gruppo;Esistenza;Scarto;EsistenzaNetta;Esercizio;Listino 1;Listino2;ListinoLM
000000000240409;RUM OLDMOOR DARK CL.70;80341246;8;RUM;032;DISTILLATI;2,000;2;0,000;2021;7,80500;8,59500;3,85000
000000000240410;VODKA KEGLEVICH FRAGOLA LT.1;8000440112525;7;VODKA;032;DISTILLATI;5,000;2;3,000;2021;9,98500;10,98500;7,50000
000000000240485;AMERICAN HONEY CL.70 ///;8000040500241;9;WHISKY;032;DISTILLATI;10,000;2;8,000;2021;14,81500;16,30500;11,13500
000000000240568;LIQUORE SUVAZSKA ALLA PESCA BASE VODKALT.1 BELLINI;8006063005961;7;VODKA;032;DISTILLATI;77,000;2;75,000;2021;5,28500;5,81500;3,97000
000000000240633;BIRRA TENNENT'S EXTRA CL. 33 ///;5391516931878;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;336,000;2;334,000;2021;1,56500;1,72500;1,17100
000000000240685;CHAMPAGNE KRUG CL. 75  12°  C/ASTUCCIO XXX;3258064004169;00116;CHAMPAGNE;033;BOLLICINE;0,000;0;0,000;2021;170,00500;187,01500;124,00000
000000000240686;PROSECCO NINO FRANCO RIVE SAN FLORIANO D.O.C.G. 12°  CL.75;8016104297507;00118;PROSECCO/SPUMANTE;033;BOLLICINE;2,000;2;0,000;2021;10,97500;12,07500;8,25000
000000000240703;CHAMPAGNE MOET & CHANDON ROSE' IMPERIAL CL. 75 12° C/ASTUCCIO XXX;3185370061503;00116;CHAMPAGNE;033;BOLLICINE;0,000;0;0,000;2021;39,10500;43,02500;34,10000
000000000240725;VODKA SERNOVA CL.70;8004400076100;7;VODKA;032;DISTILLATI;7,000;2;5,000;2021;22,27500;24,50500;16,74700
000000000240734;VINO FURORE ROSSO COSTA D'AMALFI 2020 CL.75 13,5° MARISA CUOMO;8033829280508;15;VINO ROSSO;009;VINI;3,000;2;1,000;2021;13,57500;14,93500;10,20000
000000000240799;GRAPPA MOST SELEZIONE BARRIQUE CL.50 C/ASTUCCIO BEPI TOSOLINI;;5;GRAPPA;032;DISTILLATI;1,000;0;1,000;2021;40,33500;44,36500;26,88500
000000000241159;WILD TURKEY 81 PROOF CL.70///;8000040500012;9;WHISKY;032;DISTILLATI;9,000;2;7,000;2021;18,27500;20,10500;12,17800
000000000241160;RUM APPLETON ESTATE EXTRA/RARE BLEND 12Y CL.70 ///;5024576191103;8;RUM;032;DISTILLATI;9,000;0;9,000;2021;38,64500;42,51500;25,76200
000000000241282;MARTINI BITTER CL.100 ///;8000570006048;3;APERITIVO ALCOLICO;013;APERITIVI;153,000;2;151,000;2021;9,31500;10,25500;7,45000
000000000241330;VINO CHIANTI SUPERIORE 2019 DOCG CL.75 13.5°  BANFI;8015674040377;15;VINO ROSSO;009;VINI;46,000;2;44,000;2021;5,79500;6,38500;4,35000
000000000241331;VINO VERMENTINO LA PETTEGOLA IGT CL.75 12.5° BANFI;8015674010271;14;VINO BIANCO;009;VINI;65,000;2;63,000;2021;5,99500;6,59500;4,50000
000000000241334;VINO BRUNELLO DI MONTALCINO 2012 DOCG POGGIO ALLE MURA CL.75 BANFI;8015674030170;15;VINO ROSSO;009;VINI;7,000;2;5,000;2021;32,20500;35,43500;23,00000
000000000241380;VINO VERDICCHIO ATAVICO DOC S/SOLFITI CL.75 MONCARO;8020605383713;14;VINO BIANCO;009;VINI;0,000;2;-2,000;2021;7,28500;8,01500;5,47300
000000000242155;LE CANIETTE LUCREZIA IGT 2020 PASSERINA  CL.75 13°;8034139650203;14;VINO BIANCO;009;VINI;-3,000;2;-5,000;2021;5,84500;6,43500;4,38900
000000000242279;BIRRA CHIMAY TRIPLE 8° BIANCA CL. 33;410908000029;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;29,000;2;27,000;2021;2,44500;2,69500;1,62500
000000000242279;BIRRA CHIMAY TRIPLE 8° BIANCA CL. 33;5410908000029;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;29,000;2;27,000;2021;2,44500;2,69500;1,62500
000000000242328;BIRRA DOLOMITI SPECIALE CL.75 PEDAVENA;8023400006689;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;96,000;2;94,000;2021;4,45500;4,90500;2,54000
000000000242336;PROSECCO D.O.C. FRATTINA 11°///;8000400204499;00118;PROSECCO/SPUMANTE;033;BOLLICINE;45,000;2;43,000;2021;5,77500;6,35500;4,33500
000000000242374;BIRRA LA TRAPPE DUBBEL CL.33 ///;8711406000564;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;28,000;2;26,000;2021;1,95500;2,15500;1,30000
000000000242384;CAFFE' DEL MARINAIO CL.200;8024158070151;13;LIQUORI;010;AMARI E LIQUORI;15,000;2;13,000;2021;22,83500;25,12500;15,22300
000000000242567;VINO RIBOLLA GIALLA 2019 CL.75 JERMANN ///;8033324034316;14;VINO BIANCO;009;VINI;20,000;2;18,000;2021;15,83500;17,42500;11,90000
000000000242567;VINO RIBOLLA GIALLA 2019 CL.75 JERMANN ///;8033324039311;14;VINO BIANCO;009;VINI;20,000;2;18,000;2021;15,83500;17,42500;11,90000
000000000242568;ARTIC TECHNO COLA CL.70;8001110137909;7;VODKA;032;DISTILLATI;14,000;2;12,000;2021;9,94500;10,94500;7,47000
000000000242681;BELLAVISTA PAS OPERE FRANCIACORTA BRUT 12.5°  C/A CL.75;8032685711270;00119;FRANCIACORTA;033;BOLLICINE;1,000;0;1,000;2021;37,59500;41,36500;28,26500
000000000242682;VODKA ABSOLUT 100 CL.70;7312040014057;7;VODKA;032;DISTILLATI;4,000;2;2,000;2021;21,48500;23,63500;16,15000
000000000242750;GIN PLYMOUTH LT.1 ///;5000299608043;11;GIN;032;DISTILLATI;41,000;2;39,000;2021;24,33500;26,77500;19,46700
000000000242752;GIN PLYMOUTH NAVY STRENGTH CL.70 ///;5000299608050;11;GIN;032;DISTILLATI;19,000;2;17,000;2021;40,02500;44,03500;26,68000
000000000242768;VERMOUTH DEL PROFESSORE ROSSO CL.75 18° ///;8011701089340;00114;VERMOUTH;013;APERITIVI;15,000;2;13,000;2021;20,55500;22,61500;13,70000
000000000242782;COCCHI AMERICANO CL.75 16.5°;;00114;VERMOUTH;013;APERITIVI;11,000;2;9,000;2021;15,90500;17,50500;10,60000
000000000242782;COCCHI AMERICANO CL.75 16.5°;8007117010061;00114;VERMOUTH;013;APERITIVI;11,000;2;9,000;2021;15,90500;17,50500;10,60000
000000000242811;RUM LEGENDARIO ELIXIR DE CUBA 7Y CL.70;8500000191026;8;RUM;032;DISTILLATI;21,000;2;19,000;2021;20,00500;21,99500;13,33000
000000000242821;SILENT POOL GIN 43 CL.70 (FRANCOLI);5060411480001;11;GIN;032;DISTILLATI;20,000;0;20,000;2021;40,42500;44,47500;26,94800
000000000242822;VODKA CRYSTAL HEAD CL.175 FRANCOLI;62704041146;7;VODKA;032;DISTILLATI;1,000;0;1,000;2021;100,34500;110,38500;66,89500
000000000242858;VINO DOLCETTO D'ALBA CL.75 13°  CERETTO;8033254937282;15;VINO ROSSO;009;VINI;5,000;2;3,000;2021;11,84500;13,03500;8,90000
000000000242859;VINO BAROLO 2016 DOCG CL.75 14.5° CERETTO;8033254937152;15;VINO ROSSO;009;VINI;4,000;2;2,000;2021;43,89500;48,29500;33,00000
000000000242913;WHISKY CAOL ILA 30 Y CL.70 C/ASTUCCIO;5000281038728;9;WHISKY;032;DISTILLATI;1,000;0;1,000;2021;549,45500;604,38500;366,29000
000000000242933;RUM JAPANESE RYOMA 40° CL.70;4989501110615;8;RUM;032;DISTILLATI;4,000;0;4,000;2021;59,18500;65,10500;39,44785
000000000242971;BITTER CHUNCHO 40° 75 ML.;7750247411918;00115;BITTER AROMATIZZANTI;013;APERITIVI;0,000;0;0,000;2021;8,87500;9,76500;5,91000
000000000242973;VODKA ELIT STOLICHNAYA 40° CL.70;4750021000799;7;VODKA;032;DISTILLATI;4,000;0;4,000;2021;49,43500;54,38500;32,95000
000000000242981;RUM DON PAPA 40° CL.70 ///;4809015157015;8;RUM;032;DISTILLATI;16,000;2;14,000;2021;35,25500;38,78500;23,50000
000000000243004;GRAPPA AMARONE OF BARRIQUE BONOLLO CENTENNIAL RESERVE CL.70 58,8° C/ASTUCCIO;8000672000515;5;GRAPPA;032;DISTILLATI;0,000;0;0,000;2021;81,47500;89,61500;54,31000
000000000243021;ROSSO DI MONTALCINO CAMPO AI SASSI 2016 DOC CL.75 15.5° FRESCOBALDI;8002366009408;15;VINO ROSSO;009;VINI;6,000;2;4,000;2021;11,13500;12,25500;8,37200
000000000243079;RUM LEGENDARIO RON ANEJO 9 Y CL.70;8500000191033;8;RUM;032;DISTILLATI;17,000;2;15,000;2021;23,28500;25,61500;15,52000
000000000243476;FEE BROTHERS 1864 LEMON BITTERS 150 ML. ///;791863140544;00115;BITTER AROMATIZZANTI;013;APERITIVI;2,000;0;2,000;2021;22,26500;24,49500;14,84000
000000000243477;FEE BROTHERS 1864 GRAPEFRUIT BITTERS 150 ML. ///;0791863140551;00115;BITTER AROMATIZZANTI;013;APERITIVI;5,000;0;5,000;2021;21,59500;23,75500;14,39400
000000000243485;LIQUORE ALLA LIQUIRIZIA E PEPERONCINO LIK LI 25° CL.70 (FRANCOLI);8003405005702;13;LIQUORI;010;AMARI E LIQUORI;26,000;2;24,000;2021;13,07500;14,38500;7,46800
000000000243505;VINO PINOT GRIGIO 2020 CL.75 JERMANN ///;8033324038123;14;VINO BIANCO;009;VINI;13,000;2;11,000;2021;14,50500;15,96500;10,90000
000000000243532;VERMOUTH ROUGE DOLIN 16° CL.75;3274510003760;00114;VERMOUTH;013;APERITIVI;3,000;2;1,000;2021;13,34500;14,67500;8,89000
000000000243533;VERMOUTH RED BELSAZAR 18° CL.75;4260370120029;00114;VERMOUTH;013;APERITIVI;5,000;2;3,000;2021;24,90500;27,38500;16,59000
000000000243604;GIN HONG KONG BAIJU 43° CL.70 (FRANCOLI);8003405007836;11;GIN;032;DISTILLATI;0,000;0;0,000;2021;42,65500;46,92500;28,43500
000000000243609;GIN GENEROUS 44° CL.70;3760194540436;11;GIN;032;DISTILLATI;3,000;0;3,000;2021;33,75500;37,13500;22,50000
000000000243683;VODKA GREY GOOSE CL. 150;5010677850506;7;VODKA;032;DISTILLATI;28,000;0;28,000;2021;87,88500;96,66500;58,58000
000000000243754;RUM CAPTAIN MORGAN 35° LT.1;5000299223055;8;RUM;032;DISTILLATI;4,000;0;4,000;2021;16,85500;18,54500;11,23300
000000000243761;VINO LAGREIN DOC CL.75 ABBAZIA DI NOVACELLA;8025300014009;15;VINO ROSSO;009;VINI;13,000;2;11,000;2021;11,04500;12,15500;8,30000
000000000243795;VINO PINOT GRIGIO 2018 CL.75 LA VIS ////;8006031092030;14;VINO BIANCO;009;VINI;9,000;2;7,000;2021;5,61500;6,18500;4,21600
000000000243836;VINO SPUMANTE BRUT FASHION VICTIM 11°  CL.75 ASTORIA ///;8003905040517;00118;PROSECCO/SPUMANTE;033;BOLLICINE;584,000;2;582,000;2021;4,12500;4,54500;3,10000
000000000243837;VINO SPUMANTE ROSE' BRUT FASHION VICTIM 11° CL.75 ASTORIA ///;8003905040746;00118;PROSECCO/SPUMANTE;033;BOLLICINE;102,000;2;100,000;2021;4,12500;4,54500;3,10000
000000000243838;PROSECCO SUPERIORE ASOLO  11° CL.75 D.O.C.G. ASTORIA ///;8003905042832;00118;PROSECCO/SPUMANTE;033;BOLLICINE;145,000;2;143,000;2021;6,12500;6,74500;4,60000
000000000243856;VODKA ABSOLUT VANIGLIA LT. 1 ///;7312040060108;7;VODKA;032;DISTILLATI;0,000;2;-2,000;2021;17,90500;19,70500;13,46000
000000000243870;GIN CHASE GB WILLIAMS 40° CL.70;5060183131019;11;GIN;032;DISTILLATI;0,000;0;0,000;2021;34,88500;38,37500;23,25000
000000000243912;VINO VIN SANTO SANTA CRISTINA DOC CL.50 ANTINORI;8001935008538;19;VINO DESSERT/LIQUOROSI;009;VINI;3,000;2;1,000;2021;11,37500;12,51500;8,55000
000000000243967;LIQUORE PRINCIPIO ATTIVO 25° CL.70;8003405001001;13;LIQUORI;010;AMARI E LIQUORI;4,000;0;4,000;2021;18,70500;20,58500;12,46000
000000000244042;VINO RIBOLLA GIALLA CL.75 PITARS ///;8032927221123;14;VINO BIANCO;009;VINI;246,000;2;244,000;2021;5,69500;6,26500;3,25000
000000000244111;CHAMPAGNE BILLECART-SALMON BRUT RESERVE CL.75 12°XXX;3113941213105;00116;CHAMPAGNE;033;BOLLICINE;0,000;0;0,000;2021;31,80500;34,99500;26,80000
000000000244186;VINO BIANCO D'ABRUZZO TESTA ROSSA CL.75 14° PASETTI;8051084760177;14;VINO BIANCO;009;VINI;12,000;2;10,000;2021;13,45500;14,80500;10,11500
000000000244238;DRY GIN DIPLOME 44° 70 CL.;3045050086274;11;GIN;032;DISTILLATI;5,000;0;5,000;2021;26,60500;29,25500;17,73000
000000000241515;FRANCIACORTA CONTADI CASTALDI SATEN 12.5° CL.75 ///;8019433020037;00119;FRANCIACORTA;033;BOLLICINE;11,000;2;9,000;2021;18,87500;20,76500;14,19000
000000000241525;VINO BIANCO IGT 14.5° CAPICHERA 2019 CL.75 ///;8032568670014;14;VINO BIANCO;009;VINI;17,000;2;15,000;2021;30,59500;33,66500;23,00000
000000000241526;VINO VERMENTINO VIGN'ANGENA IGT CL.75 14° CAPICHERA ///;8032568670038;14;VINO BIANCO;009;VINI;24,000;2;22,000;2021;22,61500;24,88500;17,00000
000000000241536;VINO SASSOALLORO IGT 2010 CL.75 14°  BIONDI SANTI;8033210410101;15;VINO ROSSO;009;VINI;0,000;2;-2,000;2021;16,63500;18,30500;12,50000
000000000241575;GIN ROBYMARTON 47° CL.70 ///;8005873000036;11;GIN;032;DISTILLATI;3,000;0;3,000;2021;40,50500;44,56500;27,00000
000000000241585;THE KING OF SOHO GIN 42° CL.70 ///;5060341581700;11;GIN;032;DISTILLATI;0,000;0;0,000;2021;43,21500;47,54500;28,80900
000000000241587;DEATH'S DOOR GIN 47° CL.70 ///;859266003009;11;GIN;032;DISTILLATI;2,000;0;2,000;2021;46,40500;51,04500;30,93000
000000000241594;VODKA PRECIOUS 40° CL.70;3800009406882;7;VODKA;032;DISTILLATI;2,000;0;2,000;2021;55,00500;60,50500;39,28000
000000000241596;PROSECCO SENIOR EXTRA DRY D.O.C.G. CL.75 BORTOLOMIOL ///;8010447142005;00118;PROSECCO/SPUMANTE;033;BOLLICINE;998,000;2;996,000;2021;6,32500;6,96500;4,75500
000000000241603;BIRRA FLEA COSTANZA CHIARA SPECIALE  CL.75 ///;8056732800038;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;94,000;2;92,000;2021;5,53500;6,09500;3,16000
000000000241607;BIRRA FLEA FEDERICO II GOLDEN ALE CL.33 ///;8056732800052;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;85,000;2;83,000;2021;2,45500;2,70500;1,40000
000000000241608;BIRRA FLEA BIANCA LANCIA CL.33 ///;8056732800069;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;227,000;2;225,000;2021;2,45500;2,70500;1,40000
000000000241620;VERMOUTH CARPANO DRY LT.1;8004400076674;00114;VERMOUTH;013;APERITIVI;55,000;2;53,000;2021;9,51500;10,47500;7,15000
000000000241681;MEZCAL BENEVA 38° CL.70 ///;752508324569;00113;MEZCAL/PISCO/CACHACA;032;DISTILLATI;0,000;0;0,000;2021;17,12500;18,84500;12,87000
000000000241780;BELLAVISTA ALMA CUVEE FRANCIACORTA BRUT S/ASTUCCIO  12.5° CL.75 XXXX///;8032685710020;00119;FRANCIACORTA;033;BOLLICINE;152,000;0;152,000;2021;24,75500;27,23500;18,61200
000000000241957;VINO BARBERA D'ASTI BRICCO DELL' UCCELLONE 2014 DOC CL.75  15.5° BRAIDA;8024384021156;16;BOLLICINE;033;BOLLICINE;4,000;0;4,000;2021;39,24500;43,17500;29,50000
000000000241971;BARBERA D'ASTI CA' DI PIAN '10 CL.75  14° LA SPINETTA;8022252211050;15;VINO ROSSO;009;VINI;0,000;0;0,000;2021;15,16500;16,68500;11,40000
000000000242036;CHAMPAGNE KRUG CL.75 C/ASTUCCIO + 2 BICCHIERI;3258064061674;00116;CHAMPAGNE;033;BOLLICINE;2,000;0;2,000;2021;223,92500;246,32500;139,95000
000000000242041;COGNAC HENNESSY V.S. CL.70;3245996427913;00111;COGNAC;032;DISTILLATI;3,000;2;1,000;2021;25,60500;28,17500;19,25000
000000000242068;OCA CIUCA ROSSO TOSCANA '11 LT.1,5;677925000288;15;VINO ROSSO;009;VINI;74,000;2;72,000;2021;5,00500;5,50500;1,00000
000000000242092;FERRARI PERLE' C/ASTUCCIO CL.75 ///;8007355012810;00117;TRENTO DOC;033;BOLLICINE;40,000;0;40,000;2021;30,40500;33,45500;21,71700
000000000242106;VINO RADICI TAURASI DOCG 2016 CL.75 12,5° MASTROBERARDINO;80170153140857;15;VINO ROSSO;009;VINI;6,000;2;4,000;2021;22,74500;25,02500;17,10000
000000000242106;VINO RADICI TAURASI DOCG 2016 CL.75 12,5° MASTROBERARDINO;8017015314086;15;VINO ROSSO;009;VINI;6,000;2;4,000;2021;22,74500;25,02500;17,10000
000000000242332;VINO FALERIO DOC TERRE CORTESI 2016 CL.75 12.5°  MONCARO;8020605023138;14;VINO BIANCO;009;VINI;6,000;2;4,000;2021;2,58500;2,84500;1,94000
000000000242373;BIRRA LA TRAPPE BLOND CL.33;8711406032602;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;80,000;2;78,000;2021;1,92500;2,12500;1,28100
000000000244250;PROSECCO EXTRA DRY CL.75 D.O.C.G. DE FAVERI;8024571001282;00118;PROSECCO/SPUMANTE;033;BOLLICINE;27,000;2;25,000;2021;6,70500;7,38500;5,03700
000000000244363;BIRRA THOMAS HARDY'S ALE THE HISTORICAL 2018 13,7° CL. 25 ///;8032937663012;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;10,000;0;10,000;2021;8,09500;8,91500;5,39500
000000000244440;WHISKY BIG PEAT 46° CL.70;5014218774702;9;WHISKY;032;DISTILLATI;8,000;0;8,000;2021;52,32500;57,56500;34,88000
000000000244447;VINO PINOT NERO RED ANGEL 2018 CL.75 13° JERMANN ///;8033324038567;15;VINO ROSSO;009;VINI;6,000;0;6,000;2021;15,83500;17,42500;11,90000
000000000244452;VINO BRACHETTO CL.75 BERSANO;8000192003706;15;VINO ROSSO;009;VINI;19,000;2;17,000;2021;4,79500;5,27500;3,60000
000000000244452;VINO BRACHETTO CL.75 BERSANO;8000192008206;15;VINO ROSSO;009;VINI;19,000;2;17,000;2021;4,79500;5,27500;3,60000
000000000244485;VINO LA GROLA 2012 13,5° CL.75 TUBO ALLUMINIO ALLEGRINI;8015822020558;15;VINO ROSSO;009;VINI;2,000;0;2,000;2021;24,00500;26,41500;16,00000
000000000244486;GIN LONDON DRY ELEPHANT 45° CL.50;5060351330107;11;GIN;032;DISTILLATI;6,000;0;6,000;2021;38,31500;42,15500;25,54000
000000000244590;VINO CHIANTI NIPOZZANO RISERVA 2013 CL.75 13°  FRESCOBALDI;8007425000181;15;VINO ROSSO;009;VINI;4,000;2;2,000;2021;11,75500;12,93500;8,83200
000000000244591;VINO LIQUOROSO SANTO SPIRITO 16° CL.75 FRESCOBALDI;8007425000822;19;VINO DESSERT/LIQUOROSI;009;VINI;24,000;2;22,000;2021;5,51500;6,07500;4,14000
000000000244613;COGNAC GRAND CHAMPAGNE FRAPIN V.S.O.P 40° CL.70;3275850178705;00111;COGNAC;032;DISTILLATI;2,000;0;2,000;2021;58,50500;64,36500;39,00000
000000000244616;CHAMPAGNE PHILIPPONNAT BRUT CL.75 12° C/ASTUCCIO XXXX;3370896011006;00116;CHAMPAGNE;033;BOLLICINE;2,000;0;2,000;2021;31,57500;34,73500;26,57400
000000000244719;GIN OLD TOM HERNO 43° CL.50;7350064520079;11;GIN;032;DISTILLATI;3,000;0;3,000;2021;48,75500;53,63500;32,50000
000000000244721;BAS ARMAGNAC LE LEGENDAIRE CHATEAU DU TARIQUET 42° CL.70;3359888000051;00110;ARMAGNAC/BAS ARMAGNAC;032;DISTILLATI;1,000;0;1,000;2021;67,50500;74,25500;45,00000
000000000244747;WHISKY CHIVAS REGAL EXTRA 40° CL.70 ///;5000299611104;9;WHISKY;032;DISTILLATI;9,000;2;7,000;2021;28,20500;31,03500;21,20000
000000000244954;VINO REGUTA CL.75 14° ANSELMI;8027464003660;15;VINO ROSSO;009;VINI;1,000;2;-1,000;2021;4,79500;5,28500;3,60000
000000000244968;VINO CHARDONNAY 2020 DOC CL.75 PETER ZEMMER ///;8032601210023;14;VINO BIANCO;009;VINI;34,000;2;32,000;2021;7,43500;8,18500;4,95000
000000000244968;VINO CHARDONNAY 2020 DOC CL.75 PETER ZEMMER ///;8032601213017;14;VINO BIANCO;009;VINI;34,000;2;32,000;2021;7,43500;8,18500;4,95000
000000000244972;VINO SAUVIGNON BLANC 2019 DOC CL.75 PETER ZEMMER ///;;14;VINO BIANCO;009;VINI;31,000;2;29,000;2021;9,23500;10,16500;6,15000
000000000244975;VINO LAGREIN 2019 RAUT DOC CL.75 PETER ZEMMER ///;8032601211051;15;VINO ROSSO;009;VINI;10,000;2;8,000;2021;8,55500;9,41500;5,70000
000000000245007;BIRRA FLEA FEDERICO II EXTRA IPA CL.75 ///;8056732800267;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;0,000;2;-2,000;2021;5,53500;6,09500;3,16000
000000000245268;VINO VERDIC. CLAS.SUPER. DOC 2018 13,5° ANTONUCCI CL.75 S.BARBARA;8003678555010;14;VINO BIANCO;009;VINI;29,000;2;27,000;2021;13,65500;15,02500;10,26000
000000000245473;VINO OLD TAWNY PORT CL.75 DOW'S;5010867200067;15;VINO ROSSO;009;VINI;1,000;2;-1,000;2021;29,28500;32,21500;18,30000
000000000245508;CHAMPAGNE LAURENT PERRIER CUVEE' ROSE' CL.75 12° XXX;3258438000001;00116;CHAMPAGNE;033;BOLLICINE;53,000;0;53,000;2021;46,00500;50,61500;41,00000
000000000245552;FABBRI MARENDRY BITTER 21° CL.70;8001780000534;3;APERITIVO ALCOLICO;013;APERITIVI;3,000;2;1,000;2021;12,29500;13,53500;8,19200
000000000245621;BIRRA CERES BIO PILSNER 4,8° CC. 33 XXXX ///;5741000147979;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;-1,000;2;-3,000;2021;1,10500;1,22500;0,82900
000000000245625;VINO CERASUOLO D'ABRUZZO DOC 14° CL.75 PIETRAMORE;8050616550071;97;VINO ROSATO;009;VINI;2,000;2;0,000;2021;5,68500;6,25500;4,27000
000000000245633;AMARO IMPORTANTE JEFFERSON 30° CL.70 ///;8011701089623;10;AMARO;010;AMARI E LIQUORI;3,000;2;1,000;2021;27,45500;30,20500;18,30000
000000000245713;WHISKY TALISKER SINGLE MALT 10Y CL.70  ///;5000281005416;9;WHISKY;032;DISTILLATI;10,000;2;8,000;2021;30,68500;33,75500;24,54500
000000000245727;RUM BRUGAL 1888 40° LT. 0,7 C/ASTUCCIO;7460855230206;8;RUM;032;DISTILLATI;7,000;2;5,000;2021;41,55500;45,71500;27,70000
000000000245759;CHAMPAGNE MOET & CHANDON ICE IMPERIAL CL.75 12.5° XXX;3185370457054;00116;CHAMPAGNE;033;BOLLICINE;0,000;0;0,000;2021;42,70500;46,98500;37,70000
000000000245766;GIN MOM 39,5 ° CL.70 ///;8410023032230;11;GIN;032;DISTILLATI;2,000;2;0,000;2021;24,71500;27,19500;16,47300
000000000245767;TEQUILA FORTALEZA BLANCO 40° CL.70 ///;7502221969041;6;TEQUILA;032;DISTILLATI;4,000;0;4,000;2021;64,20500;70,63500;42,79800
000000000245806;NAPOLEON DILMOOR LT.2 ///;8004180176014;13;LIQUORI;010;AMARI E LIQUORI;12,000;2;10,000;2021;13,97500;15,37500;10,50000
000000000245919;BIRRA TONGERLO BROWN NOX CL.33 HAACHT ///;54085015;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;259,000;2;257,000;2021;1,79500;1,98500;1,02000
000000000245921;BIRRA CHARLES QUINT RUBY RED CL.33 HAACHT ///;54085060;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;353,000;2;351,000;2021;2,03500;2,24500;1,15700
000000000246076;VINO NERO D'AVOLA MOLINO A VENTO CL.75 13,5° TENUTE ORESTIADI ///;8033765258845;15;VINO ROSSO;009;VINI;124,000;2;122,000;2021;3,86500;4,25500;2,20500
000000000246077;VINO SIRAH MOLINO A VENTO CL.75 13,5° TENUTE ORESTIADI ///;8033765258852;15;VINO ROSSO;009;VINI;42,000;2;40,000;2021;3,86500;4,25500;2,20500
000000000246123;VINO SPUMANTE BIANCO EXTRA DRY AMALUNA CL.75 DUE PALME ///;8020685010608;00120;VINO SPUMANTIZZATO;009;VINI;1,000;2;-1,000;2021;3,85500;4,24500;2,20000
000000000246214;VINO MONTEPULCIANO TRINITA' RISERVA CL.75 14° MARCHESI DE CORDANO ///;XXXXXX;15;VINO ROSSO;009;VINI;51,000;2;49,000;2021;11,54500;12,70500;7,69500
000000000246304;GRAPPA BERTA SEL.FONDATORE PAOLO BERTA CL.70 43° C/ASTUCCIO ///;XXXXXX;5;GRAPPA;032;DISTILLATI;2,000;0;2,000;2021;144,26500;158,69500;96,17000
000000000246306;GRAPPA BERTA ROCCANIVO CL.70 43° C/ASTUCCIO ///;XXXXXX;5;GRAPPA;032;DISTILLATI;3,000;0;3,000;2021;85,74500;94,32500;57,16000
000000000246311;GRAPPA BERTA BRIC DEL GAIAN CL.70 43° C/CASS. ///;XXXXXX;5;GRAPPA;032;DISTILLATI;3,000;0;3,000;2021;81,24500;89,37500;54,16000
000000000246315;VINO ROSSO MAREMMA TOSCANA DOC OLTRECONFINE GRENACHE 14° CL.75 BRUNI ///;8000255585033;15;VINO ROSSO;009;VINI;15,000;2;13,000;2021;18,88500;20,77500;10,78700
000000000246316;VINO SANGIOVESE CABERNET DOC SAUVIGNON 2018 POGGIO D'ELSA 13,5° CL.75 BRUNI;8000255585163;15;VINO ROSSO;009;VINI;40,000;2;38,000;2021;6,65500;7,32500;3,79800
000000000246360;WHISKY JOHNNIE WALKER BLUE LABEL ROME EDITION 40° CL.70;5000267166209;9;WHISKY;032;DISTILLATI;0,000;0;0,000;2021;190,28500;209,31500;126,85000
000000000246486;VINO ROSSO NAOS CL.75 PITARS ///;8032927224179;15;VINO ROSSO;009;VINI;21,000;2;19,000;2021;17,15500;18,87500;9,80000
000000000246506;FEE BROTHERS 1864 RHUBARB BITTERS 150 ML. ///;791863140650;00115;BITTER AROMATIZZANTI;013;APERITIVI;1,000;2;-1,000;2021;21,31500;23,45500;14,20500
000000000246507;FEE BROTHERS 1864 CELERY BITTERS 150 ML. ///;791863140681;00115;BITTER AROMATIZZANTI;013;APERITIVI;1,000;2;-1,000;2021;21,23500;23,36500;14,15500
000000000246564;RUM DIPLOMATICO MANTUANO CL.70;7594003626624;8;RUM;032;DISTILLATI;22,000;2;20,000;2021;26,85500;29,54500;17,90000
000000000246640;WHISKY SCAPA SKIREN CL.70;5000299607091;9;WHISKY;032;DISTILLATI;14,000;0;14,000;2021;35,11500;38,63600;26,40000
000000000235738;VODKA IMPERIA RUSSIAN CL. 70;4603400000289;7;VODKA;032;DISTILLATI;8,000;2;6,000;2021;29,73500;32,71500;19,82000
000000000235803;BOLS BLU CURACAO CL. 70 ///;8716000965226;13;LIQUORI;010;AMARI E LIQUORI;29,000;2;27,000;2021;10,11500;11,13500;6,74000
